timestamp,p_w_b_x,p_w_b_y,p_w_b_z,q_w_b_x,q_w_b_y,q_w_b_z,q_w_b_w
1632435305106192112,0.593298,-0.243338,0.183953,-0.003610,0.004779,0.020252,0.999777
1632435305307912111,0.595245,-0.241522,0.177006,-0.003288,0.004030,0.020793,0.999770
1632435305509632111,0.592586,-0.241277,0.170259,-0.003096,0.003059,0.020382,0.999783
1632435305711352110,0.590092,-0.240734,0.172930,-0.002052,0.003997,0.020042,0.999789
1632435305913072109,0.595688,-0.242497,0.171578,-0.003036,0.002493,0.020561,0.999781
1632435306114804029,0.593122,-0.243351,0.179862,-0.002786,0.003431,0.020205,0.999786
1632435306316524029,0.597077,-0.243141,0.175488,-0.001796,0.004444,0.020248,0.999783
1632435306518244028,0.595294,-0.236449,0.171747,-0.001889,0.002415,0.020366,0.999788
1632435306719964027,0.591404,-0.242016,0.181198,-0.002030,0.004719,0.020154,0.999784
1632435306921684027,0.594251,-0.241422,0.170919,-0.002007,0.002603,0.019972,0.999795
1632435307123415947,0.602839,-0.239430,0.161991,-0.000584,0.002875,0.020881,0.999778
1632435307325134993,0.594267,-0.243830,0.178211,-0.000273,0.004038,0.020646,0.999779
1632435307526854992,0.596710,-0.249385,0.182782,-0.000371,0.005503,0.020367,0.999777
1632435307728574991,0.605824,-0.240593,0.169673,-0.001553,0.003519,0.020843,0.999775
1632435307930294991,0.599480,-0.246551,0.175900,-0.000285,0.003560,0.020479,0.999784
1632435308132026911,0.610963,-0.244885,0.167991,-0.000190,0.002841,0.021302,0.999769
1632435308333746910,0.604013,-0.242278,0.169287,-0.000495,0.003038,0.020782,0.999779
1632435308535466909,0.610784,-0.241659,0.178318,-0.000523,0.002741,0.021019,0.999775
1632435308737186909,0.606349,-0.236604,0.169170,-0.000510,0.003443,0.020949,0.999774
1632435308938906908,0.612341,-0.238206,0.169616,-0.001086,0.002764,0.021173,0.999771
1632435309140639067,0.607610,-0.237656,0.187210,-0.001706,0.004671,0.021105,0.999765
1632435309342359066,0.608012,-0.237360,0.184436,-0.001127,0.004128,0.020840,0.999774
1632435309544079065,0.607124,-0.244817,0.173069,-0.001359,0.002681,0.020939,0.999776
1632435309745799065,0.610092,-0.236648,0.174040,-0.000464,0.003857,0.020968,0.999773
1632435309947519064,0.602251,-0.240120,0.178730,-0.000689,0.004094,0.020828,0.999774
1632435310149250984,0.612731,-0.239235,0.182525,-0.001464,0.003532,0.021410,0.999763
1632435310350970984,0.604208,-0.242574,0.174187,-0.000786,0.003785,0.021010,0.999772
1632435310552690983,0.612165,-0.236906,0.171396,-0.001360,0.002391,0.021157,0.999772
1632435310754410982,0.606623,-0.235610,0.179869,-0.000517,0.004455,0.020867,0.999772
1632435310956130981,0.608761,-0.230541,0.175728,-0.000174,0.004382,0.021079,0.999768
1632435311157862902,0.605894,-0.232209,0.167393,0.000715,0.004396,0.020909,0.999771
1632435311359582901,0.610773,-0.235172,0.172142,-0.000719,0.003353,0.021217,0.999769
1632435311561302900,0.612976,-0.240467,0.171719,-0.001514,0.001862,0.021439,0.999767
1632435311763022900,0.611440,-0.232177,0.153632,0.000795,0.002662,0.021412,0.999767
1632435311964742899,0.606575,-0.243515,0.169764,-0.000069,0.003331,0.020910,0.999776
1632435312166475058,0.612982,-0.238705,0.170209,-0.000734,0.003629,0.020939,0.999774
1632435312368195057,0.605635,-0.240416,0.164362,-0.000152,0.002853,0.020725,0.999781
1632435312569915056,0.613186,-0.238010,0.171172,-0.000594,0.004184,0.021018,0.999770
1632435312771635056,0.605938,-0.246780,0.175335,-0.000916,0.003255,0.021022,0.999773
1632435312973355055,0.610210,-0.243532,0.176515,-0.001149,0.003552,0.020999,0.999773
1632435313175086975,0.611656,-0.241266,0.162621,0.000121,0.002803,0.021069,0.999774
1632435313376806974,0.609179,-0.242205,0.176595,-0.000981,0.003175,0.021131,0.999771
1632435313578526974,0.606943,-0.241229,0.171759,-0.000957,0.003241,0.020836,0.999777
1632435313780246019,0.608574,-0.245245,0.175247,0.000171,0.005017,0.020913,0.999769
1632435313981966019,0.610047,-0.241021,0.165253,0.000814,0.004278,0.021053,0.999769
1632435314183697939,0.612332,-0.240321,0.172135,-0.000028,0.003279,0.021328,0.999767
1632435314385417938,0.609705,-0.237846,0.168762,0.001135,0.004435,0.021108,0.999767
1632435314587137938,0.608512,-0.239265,0.176500,0.001004,0.004629,0.020740,0.999774
1632435314788857937,0.606539,-0.229858,0.162853,0.000708,0.003326,0.020855,0.999777
1632435314990577936,0.611323,-0.237988,0.165193,-0.001546,0.002398,0.021214,0.999771
1632435315192310095,0.605686,-0.232812,0.173315,0.000729,0.004966,0.020987,0.999767
1632435315394030094,0.608102,-0.237550,0.141339,0.001558,0.001467,0.020961,0.999778
1632435315595750093,0.608965,-0.235046,0.165910,0.001748,0.002912,0.021188,0.999770
1632435315797470093,0.605883,-0.248025,0.163773,0.000890,0.002294,0.021003,0.999776
1632435315999190092,0.605319,-0.246500,0.169765,0.000494,0.004288,0.020699,0.999776
1632435316200922012,0.599774,-0.239487,0.169248,0.000518,0.003981,0.020250,0.999787
1632435316402642012,0.608121,-0.246241,0.167382,0.000247,0.003016,0.021124,0.999772
1632435316604362011,0.605331,-0.238507,0.152790,0.000602,0.002466,0.020784,0.999781
1632435316806082010,0.603362,-0.244597,0.162126,0.001545,0.003796,0.020736,0.999777
1632435317007813931,0.605938,-0.248637,0.166680,-0.000620,0.002423,0.020778,0.999781
1632435317209533930,0.604263,-0.243380,0.159987,0.000516,0.002999,0.020563,0.999784
1632435317411253929,0.606609,-0.244596,0.170823,-0.000223,0.002635,0.021114,0.999774
1632435317612973928,0.599469,-0.247879,0.173596,0.000044,0.004550,0.020370,0.999782
1632435317814693928,0.602357,-0.249529,0.173263,-0.001718,0.002179,0.020648,0.999783
1632435318016426086,0.605032,-0.241052,0.144150,0.000843,0.001708,0.020684,0.999784
1632435318218146086,0.599250,-0.247064,0.171175,0.000493,0.001828,0.020659,0.999785
1632435318419864893,0.604321,-0.248213,0.181193,-0.001084,0.003184,0.020673,0.999781
1632435318621584892,0.597891,-0.240310,0.173331,0.000443,0.004073,0.020705,0.999777
1632435318823304892,0.604741,-0.242901,0.169743,0.000785,0.004005,0.020531,0.999781
1632435319025037050,0.603527,-0.242926,0.164657,-0.000119,0.002738,0.020730,0.999781
1632435319226757050,0.602331,-0.248173,0.164762,-0.000436,0.002448,0.020676,0.999783
1632435319428477049,0.603962,-0.238003,0.152252,0.000019,0.000481,0.020754,0.999785
1632435319630197048,0.605126,-0.244651,0.167272,0.000764,0.002963,0.020975,0.999775
1632435319831917048,0.605672,-0.233273,0.154766,0.000534,0.002245,0.021160,0.999773
1632435320033648968,0.606037,-0.235977,0.169562,-0.000176,0.002936,0.021138,0.999772
1632435320235368967,0.609030,-0.238922,0.167005,0.000106,0.002826,0.021078,0.999774
1632435320437088966,0.607109,-0.232509,0.167805,-0.000012,0.003190,0.021132,0.999772
1632435320638808966,0.612859,-0.232620,0.161541,-0.000726,0.001143,0.021199,0.999774
1632435320840528965,0.606250,-0.247241,0.168331,0.000515,0.003256,0.020967,0.999775
1632435321042260885,0.610539,-0.232958,0.163200,-0.000084,0.002958,0.021164,0.999772
1632435321243980885,0.607932,-0.245063,0.164237,0.000552,0.002574,0.021001,0.999776
1632435321445700884,0.611888,-0.240734,0.152327,0.001030,0.002357,0.021122,0.999774
1632435321647420883,0.612232,-0.242802,0.165079,0.000146,0.002889,0.021427,0.999766
1632435321849140882,0.615644,-0.240060,0.165424,-0.000568,0.002534,0.021368,0.999768
1632435322050873041,0.615273,-0.240122,0.170943,-0.000710,0.002161,0.021016,0.999777
1632435322252593040,0.613725,-0.248076,0.174390,0.000139,0.003238,0.021123,0.999772
1632435322454313040,0.613321,-0.239055,0.170487,-0.000977,0.002854,0.021365,0.999767
1632435322656033039,0.610342,-0.252394,0.160373,0.000561,0.002800,0.021297,0.999769
1632435322857753038,0.609551,-0.246819,0.166854,0.000585,0.002402,0.021080,0.999775
1632435323059483051,0.614816,-0.248436,0.165732,0.000900,0.002733,0.021466,0.999765
1632435323261203051,0.604332,-0.252639,0.169648,0.000050,0.002464,0.021247,0.999771
1632435323462923050,0.607210,-0.243311,0.177782,0.000413,0.004776,0.020798,0.999772
1632435323664643049,0.606728,-0.240478,0.170526,0.001426,0.004073,0.020826,0.999774
1632435323866363049,0.613702,-0.252525,0.178909,-0.000888,0.002382,0.021462,0.999766
1632435324068094969,0.616726,-0.250438,0.166395,-0.001455,0.000165,0.022240,0.999752
1632435324269814968,0.615769,-0.249080,0.160708,-0.001122,0.000601,0.021805,0.999761
1632435324471534967,0.614997,-0.244843,0.163499,-0.000549,0.001261,0.021832,0.999761
1632435324673254967,0.614789,-0.247579,0.175725,-0.000984,0.002047,0.021582,0.999764
1632435324874974966,0.611648,-0.243775,0.192584,-0.001299,0.004144,0.021129,0.999767
1632435325076706886,0.611878,-0.241693,0.173243,-0.000026,0.002985,0.021269,0.999769
1632435325278426886,0.613244,-0.250076,0.175216,-0.000499,0.002534,0.021249,0.999771
1632435325480146885,0.606166,-0.246677,0.168978,0.000260,0.002929,0.020852,0.999778
1632435325681866884,0.610426,-0.251621,0.162881,0.000799,0.002616,0.021235,0.999771
1632435325883586884,0.609675,-0.243294,0.181984,-0.000645,0.003064,0.021109,0.999772
1632435326085319042,0.607307,-0.251543,0.167982,0.000587,0.003085,0.021154,0.999771
1632435326287039042,0.610132,-0.247462,0.166252,0.000201,0.002036,0.021227,0.999773
1632435326488759041,0.605108,-0.249356,0.168169,0.001254,0.002833,0.020866,0.999777
1632435326690479040,0.608798,-0.246720,0.168872,0.000129,0.002572,0.021141,0.999773
1632435326892199039,0.605366,-0.248807,0.168623,0.000630,0.003113,0.020961,0.999775
1632435327093930960,0.609001,-0.247225,0.183400,-0.000235,0.004034,0.020999,0.999771
1632435327295650959,0.603396,-0.251067,0.178552,0.000483,0.005764,0.020590,0.999771
1632435327497370005,0.607906,-0.249328,0.169984,0.000223,0.003562,0.020871,0.999776
1632435327699090004,0.606248,-0.253056,0.181067,-0.000696,0.003327,0.021055,0.999773
1632435327900810003,0.610938,-0.252272,0.163453,-0.000413,0.001957,0.021274,0.999772
1632435328102541924,0.607955,-0.253493,0.179828,-0.000771,0.003498,0.020973,0.999774
1632435328304261923,0.612033,-0.257036,0.181727,-0.000392,0.003218,0.021299,0.999768
1632435328505981922,0.609789,-0.253709,0.170745,0.000373,0.001978,0.021271,0.999772
1632435328707701921,0.611499,-0.252065,0.176673,-0.000834,0.001844,0.021651,0.999764
1632435328909421921,0.610152,-0.250553,0.170235,0.000158,0.003384,0.021203,0.999769
1632435329111154079,0.610338,-0.247377,0.174914,-0.000397,0.003144,0.021155,0.999771
1632435329312874079,0.616302,-0.249596,0.171941,-0.000746,0.001622,0.021773,0.999761
1632435329514594078,0.616704,-0.251763,0.157838,-0.000041,0.000627,0.021820,0.999762
1632435329716314077,0.618024,-0.249489,0.157606,0.000477,0.002069,0.021819,0.999760
1632435329918034077,0.624494,-0.258120,0.138960,0.000604,-0.003017,0.022768,0.999736
1632435330119765997,0.612382,-0.250586,0.159835,-0.000596,-0.000504,0.021799,0.999762
1632435330321485996,0.624415,-0.254817,0.159358,0.000461,0.001360,0.022012,0.999757
1632435330523205996,0.622207,-0.257135,0.141950,0.000252,-0.000998,0.022294,0.999751
1632435330724925995,0.615952,-0.249497,0.153895,0.000661,0.000991,0.021743,0.999763
1632435330926645994,0.616272,-0.253281,0.168296,-0.000062,0.002158,0.021421,0.999768
1632435331128377914,0.613263,-0.250735,0.174416,0.000212,0.002705,0.021582,0.999763
1632435331330097914,0.616240,-0.248806,0.166669,-0.000056,0.001627,0.021757,0.999762
1632435331531817913,0.616511,-0.254264,0.162774,-0.001028,0.000588,0.021799,0.999762
1632435331733537912,0.611821,-0.250627,0.160219,-0.000962,-0.000032,0.021543,0.999767
1632435331935257912,0.613253,-0.254568,0.171525,-0.001492,0.000976,0.021521,0.999767
1632435332136989117,0.618653,-0.257196,0.152557,-0.000880,-0.000345,0.022314,0.999751
1632435332338709116,0.615088,-0.252984,0.169795,-0.001132,0.001422,0.021678,0.999763
1632435332540429115,0.622232,-0.261558,0.144003,-0.000216,-0.001802,0.022395,0.999748
1632435332742149115,0.623333,-0.265804,0.167526,-0.002681,-0.000060,0.022787,0.999737
1632435332943869114,0.607768,-0.258173,0.177739,-0.000238,0.004182,0.021225,0.999766
1632435333145601034,0.617384,-0.257189,0.165485,-0.001560,0.000729,0.021419,0.999769
1632435333347321033,0.605492,-0.258429,0.175106,-0.000993,0.002226,0.021337,0.999769
1632435333549041033,0.612243,-0.252852,0.169416,-0.000905,0.002673,0.021113,0.999773
1632435333750761032,0.604956,-0.252083,0.178898,-0.000364,0.004428,0.020808,0.999774
1632435333952481031,0.605850,-0.251622,0.175067,-0.001455,0.002492,0.020854,0.999778
1632435334154212952,0.602229,-0.251560,0.179312,-0.001138,0.003268,0.020837,0.999777
1632435334355932951,0.602408,-0.250376,0.179299,0.000277,0.005018,0.020878,0.999769
1632435334557652950,0.597730,-0.247589,0.176289,-0.000703,0.004160,0.020453,0.999782
1632435334759372950,0.599970,-0.247784,0.177142,-0.000739,0.003429,0.020355,0.999787
1632435334961092949,0.595637,-0.241860,0.175745,-0.000226,0.003552,0.020590,0.999782
1632435335162825108,0.596290,-0.245645,0.169167,-0.000027,0.003553,0.020501,0.999784
1632435335364545107,0.596619,-0.247689,0.172974,-0.000360,0.002877,0.020610,0.999783
1632435335566265106,0.602229,-0.251231,0.165436,-0.000268,0.003277,0.020728,0.999780
1632435335767985106,0.597759,-0.253666,0.173871,-0.001376,0.002670,0.020860,0.999778
1632435335969705105,0.602950,-0.248369,0.179954,-0.001387,0.003498,0.020929,0.999774
1632435336171437025,0.596648,-0.248628,0.170212,-0.000139,0.003132,0.020324,0.999789
1632435336373157024,0.604565,-0.249460,0.169031,-0.000488,0.003214,0.020835,0.999778
1632435336574877024,0.604905,-0.246949,0.172913,-0.000294,0.003525,0.020560,0.999782
1632435336776597023,0.599320,-0.256149,0.174820,-0.000761,0.003317,0.020980,0.999774
1632435336978317022,0.596792,-0.251097,0.168842,-0.000602,0.002878,0.020614,0.999783
1632435337180047989,0.603590,-0.249641,0.178364,0.000007,0.004378,0.020814,0.999774
1632435337381767988,0.592786,-0.252473,0.173915,-0.000094,0.003544,0.020494,0.999784
1632435337583487988,0.605177,-0.252047,0.171506,-0.000344,0.002587,0.021065,0.999775
1632435337785207987,0.594452,-0.251168,0.177595,-0.001355,0.002792,0.020533,0.999784
1632435337986927986,0.594508,-0.249490,0.166295,0.000424,0.003271,0.020542,0.999784
1632435338188658953,0.598099,-0.250823,0.175798,-0.000512,0.003932,0.020607,0.999780
1632435338390378952,0.594393,-0.243323,0.165937,-0.000057,0.002787,0.020413,0.999788
1632435338592098951,0.594709,-0.253273,0.171633,-0.001011,0.002481,0.020566,0.999785
1632435338793818951,0.598502,-0.238816,0.164929,-0.000616,0.002130,0.020655,0.999784
1632435338995538950,0.594463,-0.247318,0.176783,0.000284,0.004661,0.020493,0.999779
1632435339197271109,0.599209,-0.243388,0.164162,-0.000401,0.001978,0.018921,0.999819
1632435339398991108,0.594576,-0.291145,0.176691,0.001232,0.004381,-0.017863,0.999830
1632435339600711107,0.596213,-0.253262,0.169422,-0.000312,0.002538,0.015517,0.999876
1632435339802431107,0.600658,-0.240415,0.174091,-0.000069,0.003500,0.030777,0.999520
1632435340004163027,0.587975,-0.224566,0.179870,0.000900,0.004159,0.050237,0.998728
1632435340205883026,0.600091,-0.194944,0.164093,0.001633,0.002315,0.091580,0.995794
1632435340407603025,0.588553,-0.181197,0.171283,0.003330,0.003463,0.112717,0.993616
1632435340609323025,0.592824,-0.162139,0.149604,0.006443,0.002645,0.138595,0.990325
1632435340811043024,0.588688,-0.148109,0.172795,0.005371,0.003527,0.163781,0.986476
1632435341012774944,0.591837,-0.145783,0.168272,0.008664,0.003121,0.168721,0.985621
1632435341214494944,0.633448,-0.114580,0.180403,0.006726,0.002413,0.174209,0.984683
1632435341416214943,0.702795,-0.082447,0.177545,0.006822,0.003303,0.180347,0.983574
1632435341617934942,0.814457,-0.056314,0.162277,0.005982,0.005229,0.187450,0.982242
1632435341819654942,0.909166,0.006911,0.155407,0.006876,0.003797,0.193761,0.981017
1632435342021387100,1.011856,0.059320,0.151935,0.005669,0.005919,0.200676,0.979623
1632435342223107100,1.133300,0.086977,0.153968,0.008460,0.005241,0.206301,0.978438
1632435342424827099,1.212494,0.151127,0.147270,0.005379,0.010884,0.216869,0.976125
1632435342626547098,1.272144,0.183535,0.142339,0.006675,0.011185,0.226192,0.973996
1632435342828267097,1.303835,0.211377,0.144158,0.006064,0.009775,0.234462,0.972057
1632435343029999018,1.347331,0.225134,0.140088,0.007368,0.005126,0.237892,0.971250
1632435343231718063,1.411186,0.261180,0.139967,0.007906,0.007422,0.242461,0.970101
1632435343433438063,1.524441,0.321056,0.120265,0.007476,0.006797,0.248681,0.968533
1632435343635158062,1.632855,0.396410,0.120640,0.006058,0.012813,0.254548,0.966956
1632435343836878061,1.750919,0.467167,0.121025,0.008097,0.007431,0.260848,0.965317
1632435344038609982,1.866927,0.552645,0.105357,0.005708,0.011616,0.272303,0.962125
1632435344240329981,1.952808,0.602976,0.112846,0.006718,0.009143,0.282027,0.959339
1632435344442049980,1.988444,0.652947,0.102130,0.006708,0.010103,0.290190,0.956892
1632435344643769979,2.022188,0.671119,0.100957,0.006864,0.010782,0.300004,0.953852
1632435344845489979,2.021815,0.674754,0.096288,0.008054,0.010170,0.314832,0.949059
1632435345047221899,1.999917,0.707552,0.102654,0.009230,0.009643,0.338984,0.940698
1632435345248941898,1.997292,0.712779,0.122026,0.011848,0.010718,0.355153,0.934672
1632435345450661898,2.014433,0.731951,0.118941,0.010353,0.008421,0.360796,0.932549
1632435345652381897,2.062125,0.773193,0.115285,0.011446,0.007299,0.366776,0.930210
1632435345854101896,2.121674,0.847552,0.106162,0.012465,0.007703,0.373656,0.927451
1632435346055834055,2.187787,0.917293,0.098264,0.009143,0.010251,0.381219,0.924383
1632435346257554054,2.247557,0.978480,0.095846,0.012277,0.004759,0.385791,0.922492
1632435346459274054,2.320643,1.069931,0.093794,0.010075,0.009076,0.391020,0.920282
1632435346660994053,2.403649,1.162928,0.080183,0.010562,0.009398,0.395992,0.918145
1632435346862714052,2.498762,1.259169,0.091369,0.012768,0.009920,0.402354,0.915341
1632435347064445019,2.568123,1.361447,0.082631,0.011890,0.012991,0.423449,0.905749
1632435347266165018,2.628978,1.420597,0.071967,0.013756,0.014159,0.442719,0.896443
1632435347467885017,2.647455,1.484558,0.079987,0.012870,0.011965,0.457213,0.889184
1632435347669605017,2.649479,1.503858,0.075685,0.014247,0.012999,0.472399,0.881174
1632435347871325016,2.643000,1.516063,0.083752,0.018110,0.013920,0.508618,0.860689
1632435348073056936,2.603011,1.541686,0.090706,0.017588,0.013606,0.545142,0.838048
1632435348274776936,2.577930,1.549880,0.082763,0.019420,0.012461,0.576618,0.816688
1632435348476496935,2.595199,1.555974,0.083879,0.021069,0.011111,0.578797,0.815124
1632435348678216934,2.592175,1.613180,0.077644,0.022412,0.011032,0.580866,0.813616
1632435348879936934,2.596718,1.661250,0.061525,0.018784,0.013295,0.590986,0.806353
1632435349081669092,2.606485,1.699715,0.075342,0.024127,0.009659,0.594206,0.803893
1632435349283387899,2.662598,1.773038,0.069454,0.024250,0.011971,0.595613,0.802816
1632435349485107899,2.657131,1.876131,0.070358,0.018333,0.012652,0.601979,0.798201
1632435349686827898,2.678294,1.955380,0.073678,0.025417,0.009937,0.606430,0.794668
1632435349888547897,2.718992,2.050240,0.076588,0.018901,0.013815,0.616341,0.787131
1632435350090280056,2.721694,2.140936,0.067395,0.027490,0.010563,0.618717,0.785061
1632435350292000055,2.740014,2.265411,0.062539,0.025153,0.011280,0.623123,0.781638
1632435350493720055,2.771310,2.432026,0.063232,0.022680,0.012037,0.628113,0.777698
1632435350695440054,2.798172,2.588758,0.056063,0.024079,0.012900,0.632384,0.774173
1632435350897160053,2.829270,2.764079,0.046963,0.022280,0.012796,0.637330,0.770162
1632435351098891973,2.854311,2.938756,0.043931,0.025063,0.013841,0.641868,0.766280
1632435351300611973,2.895519,3.101039,0.047702,0.024514,0.012990,0.647093,0.761906
1632435351502331972,2.909611,3.286251,0.039774,0.022075,0.013921,0.650989,0.758639
1632435351704051971,2.930364,3.465572,0.036546,0.025191,0.013532,0.655697,0.754483
1632435351905771971,2.935844,3.629757,0.033357,0.018117,0.016021,0.665489,0.746016
1632435352107503891,2.939296,3.786179,-0.004180,-0.000232,0.027201,0.674679,0.737610
1632435352309223890,2.945482,3.957878,-0.039452,-0.010424,0.044440,0.678968,0.732747
1632435352510943890,2.942178,4.175057,-0.110150,-0.038274,0.070254,0.684679,0.724441
1632435352712663889,2.937634,4.373885,-0.109520,-0.068894,0.093646,0.697286,0.707302
1632435352914383888,2.938405,4.499847,-0.147949,-0.072500,0.100828,0.705398,0.697847
1632435353116116047,2.934531,4.594655,-0.177841,-0.070992,0.089581,0.705978,0.698949
1632435353317836046,2.924446,4.734059,-0.202410,-0.074799,0.096712,0.709371,0.694150
1632435353519556046,2.905474,4.906987,-0.267299,-0.077098,0.098424,0.715306,0.687536
1632435353721276045,2.904656,5.064044,-0.304725,-0.075275,0.097934,0.713674,0.689501
1632435353922996044,2.884710,5.265475,-0.369045,-0.078068,0.099598,0.714461,0.688136
1632435354124727011,2.886263,5.469712,-0.397387,-0.079770,0.094108,0.717465,0.685583
1632435354326447010,2.869420,5.686345,-0.470150,-0.066925,0.096379,0.720685,0.683261
1632435354528166056,2.833268,5.901790,-0.531230,-0.076844,0.094403,0.724725,0.678201
1632435354729886055,2.819603,6.081347,-0.570615,-0.074931,0.095664,0.727085,0.675708
1632435354931606054,2.807667,6.294646,-0.639994,-0.067995,0.092903,0.726971,0.676949
1632435355133337975,2.793833,6.520140,-0.639927,-0.079639,0.099812,0.731632,0.669634
1632435355335057974,2.760512,6.689556,-0.744560,-0.064325,0.089105,0.737236,0.666637
1632435355536777973,2.738445,6.888468,-0.771747,-0.064704,0.093766,0.739733,0.663187
1632435355738497972,2.718796,7.032147,-0.818414,-0.040250,0.081364,0.743890,0.662108
1632435355940217972,2.703101,7.179151,-0.794198,-0.042524,0.079172,0.742686,0.663582
1632435356141949892,2.682618,7.422429,-0.897001,-0.034462,0.081482,0.743747,0.662581
1632435356343669891,2.655399,7.682913,-0.952808,-0.047403,0.091427,0.737120,0.667869
1632435356545389891,2.620401,7.891569,-0.982981,-0.057329,0.087989,0.737454,0.667183
1632435356747109890,2.625711,8.087167,-1.001344,-0.051074,0.088861,0.733761,0.671632
1632435356948829889,2.592724,8.279580,-1.066873,-0.049253,0.079156,0.729914,0.677152
1632435357150562048,2.570094,8.469721,-1.097096,-0.046257,0.077116,0.730566,0.676895
1632435357352282047,2.569000,8.705529,-1.149496,-0.045162,0.084391,0.723896,0.683237
1632435357554002047,2.552387,8.915744,-1.167968,-0.052038,0.076941,0.722688,0.684904
1632435357755722046,2.544136,9.169967,-1.270435,-0.050000,0.097225,0.718883,0.686479
