timestamp,p_w_b_x,p_w_b_y,p_w_b_z,q_w_b_x,q_w_b_y,q_w_b_z,q_w_b_w
1681498138847132921,0.027289,-0.010101,0.062045,0.015662,0.013841,-0.032508,0.999253
1681498139048800945,0.027470,-0.016324,0.062255,0.015470,0.015488,-0.026641,0.999405
1681498139250520945,0.027306,-0.012756,0.063678,0.014262,0.014991,-0.030385,0.999324
1681498139452239990,0.022409,-0.016927,0.060188,0.015050,0.013778,-0.029501,0.999356
1681498139653959990,0.018535,-0.018815,0.060822,0.016010,0.012064,-0.031194,0.999312
1681498139855679989,0.017161,-0.020197,0.062026,0.016036,0.011182,-0.030945,0.999330
1681498140057347059,0.020046,-0.013360,0.063076,0.014462,0.011458,-0.032653,0.999296
1681498140259067059,0.024416,-0.009549,0.064014,0.013116,0.012769,-0.037351,0.999135
1681498140460786104,0.025033,-0.008661,0.061681,0.013416,0.013530,-0.037047,0.999132
1681498140662506104,0.022387,-0.011202,0.062021,0.014078,0.012253,-0.036347,0.999165
1681498140864226103,0.016190,-0.012563,0.062622,0.013944,0.010148,-0.036570,0.999182
1681498141065892935,0.011182,-0.016017,0.062441,0.013689,0.008183,-0.037462,0.999171
1681498141267612934,0.010070,-0.017645,0.062140,0.014028,0.007798,-0.037343,0.999174
1681498141469331980,0.011261,-0.016087,0.061535,0.014636,0.008769,-0.037603,0.999147
1681498141671051979,0.013327,-0.018934,0.060212,0.015283,0.009886,-0.037985,0.999113
1681498141872771978,0.014180,-0.016286,0.061142,0.015425,0.010487,-0.038599,0.999081
1681498142074440002,0.015281,-0.017056,0.063510,0.015035,0.009779,-0.039379,0.999063
1681498142276160002,0.011837,-0.015202,0.062317,0.015214,0.008707,-0.039312,0.999073
1681498142477879047,0.008871,-0.020909,0.062793,0.015493,0.007948,-0.039439,0.999070
1681498142679599047,0.007086,-0.022036,0.062240,0.015955,0.007656,-0.040038,0.999041
1681498142881318092,0.007213,-0.016613,0.062379,0.016875,0.007348,-0.040920,0.998993
1681498143082986116,0.005006,-0.022052,0.061638,0.017541,0.006912,-0.043335,0.998883
1681498143284706116,0.004892,-0.025135,0.062453,0.018533,0.006042,-0.044840,0.998804
1681498143486424923,0.004320,-0.028864,0.062195,0.019568,0.005615,-0.045148,0.998773
1681498143688144922,0.000581,-0.028764,0.061291,0.019902,0.004607,-0.045782,0.998743
1681498143889863968,-0.000363,-0.030473,0.060397,0.020149,0.004000,-0.045371,0.998759
1681498144091531992,-0.000662,-0.030399,0.060979,0.020049,0.004090,-0.045314,0.998763
1681498144293251991,0.003888,-0.029360,0.063210,0.019657,0.005044,-0.044759,0.998792
1681498144494971037,0.005014,-0.028218,0.062466,0.019165,0.005959,-0.044539,0.998806
1681498144696691036,0.005132,-0.024992,0.063122,0.018486,0.006032,-0.044672,0.998812
1681498144898410082,0.005807,-0.023116,0.061991,0.018271,0.005897,-0.044424,0.998828
1681498145100079060,0.002342,-0.027297,0.061533,0.018101,0.005389,-0.044418,0.998834
1681498145301799059,0.005360,-0.022514,0.062569,0.018085,0.005104,-0.044286,0.998842
1681498145503518105,0.004196,-0.024435,0.063518,0.018307,0.004985,-0.044182,0.998843
1681498145705238104,0.004894,-0.024076,0.060936,0.018463,0.005518,-0.044491,0.998824
1681498145906956911,0.006553,-0.023335,0.062203,0.018826,0.005670,-0.044804,0.998802
1681498146108624935,0.003204,-0.028990,0.061035,0.019345,0.005714,-0.045249,0.998772
1681498146310344934,0.005816,-0.027706,0.059828,0.019687,0.005676,-0.044907,0.998781
1681498146512063980,0.002995,-0.027680,0.063010,0.019765,0.005715,-0.044963,0.998777
1681498146713783979,0.005168,-0.028286,0.060221,0.019623,0.006129,-0.044953,0.998778
1681498146915503025,0.006883,-0.029367,0.061630,0.019390,0.006789,-0.045191,0.998767
1681498147117171049,0.008390,-0.024765,0.062195,0.018827,0.007717,-0.044833,0.998787
1681498147318890095,0.009492,-0.027351,0.062500,0.018199,0.008330,-0.045320,0.998772
1681498147520610094,0.011437,-0.024991,0.062259,0.017718,0.008545,-0.044942,0.998796
1681498147722330093,0.008563,-0.024467,0.060935,0.017309,0.008201,-0.044956,0.998805
1681498147924048901,0.008279,-0.021732,0.061911,0.016822,0.007266,-0.045073,0.998816
1681498148125718117,0.005183,-0.021815,0.061397,0.017070,0.006531,-0.044915,0.998824
1681498148327436924,0.006985,-0.021328,0.061852,0.017596,0.006260,-0.044094,0.998853
1681498148529156923,0.004192,-0.024173,0.061145,0.017610,0.006371,-0.044712,0.998824
1681498148730876923,0.005409,-0.024941,0.060203,0.017519,0.006014,-0.044910,0.998819
1681498148932595968,0.004101,-0.021583,0.061154,0.017793,0.006023,-0.044572,0.998830
1681498149134263992,0.007868,-0.023100,0.061938,0.017871,0.006215,-0.044533,0.998829
1681498149335983038,0.004344,-0.020899,0.062391,0.017730,0.005818,-0.044879,0.998818
1681498149537703037,0.007324,-0.021239,0.063020,0.017850,0.005651,-0.044780,0.998821
1681498149739423037,0.001806,-0.024434,0.062334,0.018295,0.004876,-0.045073,0.998804
1681498149941142082,0.001191,-0.028872,0.063030,0.018356,0.004074,-0.045155,0.998803
1681498150142810106,-0.002311,-0.026431,0.063104,0.018443,0.003185,-0.045324,0.998797
1681498150344528913,-0.003692,-0.027355,0.061857,0.019058,0.001574,-0.045885,0.998764
1681498150546248913,-0.010756,-0.031303,0.060879,0.020204,-0.000192,-0.045300,0.998769
1681498150747968912,-0.014867,-0.034241,0.061302,0.021380,-0.002046,-0.044457,0.998780
1681498150949687958,-0.015816,-0.035002,0.061596,0.022191,-0.003397,-0.043821,0.998787
1681498151151356936,-0.017354,-0.034564,0.063024,0.022530,-0.003444,-0.043967,0.998773
1681498151353075981,-0.015796,-0.037451,0.061882,0.022435,-0.003017,-0.044061,0.998772
1681498151554795980,-0.014024,-0.031500,0.062671,0.021863,-0.002125,-0.044233,0.998780
1681498151756515980,-0.010351,-0.035798,0.061990,0.021717,-0.000755,-0.044367,0.998779
1681498151958235025,-0.011052,-0.031758,0.062620,0.020781,0.000221,-0.044591,0.998789
1681498152159903049,-0.005875,-0.029763,0.061728,0.020199,0.001283,-0.044768,0.998792
1681498152361622095,-0.004385,-0.029609,0.063964,0.019393,0.002271,-0.045093,0.998792
1681498152563342094,-0.004881,-0.029800,0.061999,0.019071,0.002680,-0.045191,0.998793
1681498152765060902,-0.004553,-0.029372,0.062635,0.018972,0.002321,-0.045166,0.998797
1681498152966780901,-0.005759,-0.026513,0.061154,0.019132,0.001562,-0.045265,0.998791
1681498153168448925,-0.008934,-0.030388,0.060246,0.019579,0.000428,-0.045430,0.998776
1681498153370167971,-0.011341,-0.029020,0.062329,0.020315,-0.001176,-0.045165,0.998772
1681498153571887970,-0.012833,-0.030672,0.061600,0.020652,-0.002089,-0.044571,0.998791
1681498153773607016,-0.013339,-0.029835,0.063999,0.020708,-0.002049,-0.044559,0.998790
1681498153975327015,-0.013631,-0.030516,0.062326,0.020499,-0.001377,-0.044567,0.998795
1681498154176995993,-0.009977,-0.030844,0.061734,0.020038,0.000048,-0.044689,0.998800
1681498154378715038,-0.006201,-0.024545,0.064434,0.019146,0.001932,-0.044671,0.998816
1681498154580435038,-0.001974,-0.024641,0.063783,0.018451,0.003709,-0.045204,0.998800
1681498154782154083,0.003301,-0.020414,0.064967,0.017395,0.005252,-0.045950,0.998778
1681498154983874083,0.003708,-0.024891,0.064567,0.016946,0.006013,-0.046525,0.998755
1681498155185544014,0.004153,-0.023474,0.064293,0.017311,0.006358,-0.046317,0.998757
1681498155387264013,0.004590,-0.023336,0.063843,0.017476,0.006230,-0.046070,0.998766
1681498155588983059,0.001420,-0.025089,0.062424,0.017276,0.005598,-0.046451,0.998755
1681498155790703058,0.002478,-0.020700,0.062317,0.017392,0.004818,-0.046315,0.998764
1681498155992423058,-0.001709,-0.024726,0.059770,0.017833,0.003669,-0.046113,0.998770
1681498156194087029,-0.004821,-0.026149,0.061728,0.017948,0.002213,-0.045882,0.998783
1681498156395807028,-0.006590,-0.024770,0.061780,0.018097,0.000908,-0.045667,0.998792
1681498156597526073,-0.007343,-0.024491,0.062984,0.018123,0.000206,-0.045442,0.998803
1681498156799246073,-0.011696,-0.029982,0.062829,0.017767,0.000393,-0.045515,0.998806
1681498157000915051,-0.006592,-0.024977,0.063003,0.017329,0.001226,-0.045551,0.998811
1681498157202634096,-0.004706,-0.024184,0.064016,0.016835,0.002640,-0.045715,0.998809
1681498157404354095,-0.000591,-0.021659,0.062697,0.016747,0.003836,-0.045824,0.998802
1681498157606072903,-0.000955,-0.025634,0.064529,0.016749,0.004654,-0.045887,0.998795
1681498157807792902,0.003992,-0.021609,0.063788,0.016748,0.005765,-0.045941,0.998787
1681498158009459972,0.003856,-0.021938,0.065711,0.016701,0.006475,-0.045922,0.998784
1681498158211179972,0.005917,-0.023907,0.065164,0.016600,0.006619,-0.046328,0.998766
1681498158412899971,0.002323,-0.024848,0.064911,0.016757,0.006323,-0.046369,0.998764
1681498158614619017,0.004686,-0.020943,0.063416,0.016716,0.005967,-0.046265,0.998772
1681498158816339016,0.000000,-0.026147,0.063125,0.016876,0.004953,-0.046424,0.998767
1681498159018006086,0.000991,-0.020933,0.061588,0.017134,0.003978,-0.046198,0.998777
1681498159219726086,-0.003985,-0.026060,0.062611,0.017263,0.002817,-0.046213,0.998778
1681498159421444893,-0.003535,-0.019476,0.061971,0.017205,0.002208,-0.045869,0.998797
1681498159623164892,-0.003148,-0.022316,0.063246,0.017015,0.002325,-0.045744,0.998806
1681498159824884892,-0.004721,-0.021213,0.061159,0.016714,0.002804,-0.045869,0.998804
1681498160026551962,-0.001444,-0.024866,0.062429,0.016468,0.003544,-0.046086,0.998795
1681498160228271961,0.001924,-0.020795,0.063029,0.016141,0.004563,-0.046073,0.998797
1681498160429991007,-0.001623,-0.024037,0.062229,0.016077,0.004667,-0.046304,0.998787
1681498160631711006,0.000938,-0.022584,0.063620,0.016253,0.003923,-0.045924,0.998805
1681498160833431005,-0.004184,-0.022391,0.063003,0.016083,0.003230,-0.046265,0.998794
1681498161035099030,-0.008166,-0.024164,0.062254,0.016381,0.001229,-0.046723,0.998773
1681498161236819029,-0.012829,-0.027749,0.061340,0.017515,-0.000341,-0.046263,0.998776
1681498161438538074,-0.014104,-0.031576,0.062030,0.018533,-0.001220,-0.045861,0.998775
1681498161640258074,-0.016855,-0.029280,0.062452,0.018353,-0.002254,-0.045888,0.998775
1681498161841976881,-0.013669,-0.024866,0.061849,0.018050,-0.002047,-0.045183,0.998814
1681498162043644905,-0.010222,-0.023108,0.061981,0.017270,0.000151,-0.045024,0.998837
1681498162245364904,-0.005233,-0.023885,0.063213,0.015632,0.003035,-0.045904,0.998819
1681498162447083950,0.001723,-0.019578,0.063414,0.014537,0.005327,-0.047309,0.998760
1681498162648803949,0.006296,-0.015843,0.065530,0.014121,0.006661,-0.047626,0.998743
1681498162850522995,0.004080,-0.019652,0.062804,0.014392,0.006614,-0.047423,0.998749
1681498163052191019,0.004438,-0.017454,0.062526,0.014182,0.006082,-0.047495,0.998752
1681498163253910065,0.002002,-0.018067,0.062336,0.013927,0.005320,-0.048135,0.998730
1681498163455630064,0.002211,-0.018721,0.062387,0.014257,0.004811,-0.048001,0.998734
1681498163657350063,0.003782,-0.017861,0.063358,0.014412,0.005750,-0.047413,0.998755
1681498163859069109,0.007565,-0.016956,0.065270,0.014537,0.006231,-0.047359,0.998753
1681498164060738087,0.003595,-0.018744,0.060937,0.014334,0.005431,-0.047655,0.998746
1681498164262456894,0.003591,-0.013353,0.062515,0.014083,0.003384,-0.047319,0.998775
1681498164464176893,-0.006549,-0.018164,0.060257,0.014521,0.001989,-0.047265,0.998775
1681498164665896893,-0.007056,-0.018696,0.060798,0.015247,0.000718,-0.047538,0.998753
1681498164867615938,-0.010743,-0.021046,0.061883,0.015730,-0.000423,-0.047502,0.998747
1681498165069283962,-0.009981,-0.020404,0.062047,0.016159,-0.001476,-0.046988,0.998764
1681498165271003008,-0.015212,-0.019751,0.062330,0.016336,-0.002276,-0.046939,0.998762
1681498165472723007,-0.016697,-0.024127,0.062002,0.015595,-0.002069,-0.047443,0.998750
1681498165674442053,-0.013378,-0.020900,0.063186,0.015044,-0.000704,-0.047606,0.998753
1681498165876162052,-0.007591,-0.018116,0.062527,0.014614,0.001711,-0.048225,0.998728
1681498166077830076,-0.003250,-0.017781,0.061360,0.014569,0.002681,-0.048153,0.998730
1681498166279548883,-0.000620,-0.015985,0.063011,0.014476,0.003827,-0.047721,0.998748
1681498166481268883,0.002363,-0.016210,0.063139,0.014032,0.005306,-0.047962,0.998736
1681498166682987928,0.003730,-0.014213,0.063113,0.013503,0.005786,-0.048609,0.998710
1681498166884707928,0.003961,-0.011654,0.063312,0.013082,0.005923,-0.049179,0.998687
1681498167086374998,0.004695,-0.014618,0.063346,0.013366,0.005546,-0.049891,0.998650
1681498167288094997,0.000548,-0.015016,0.060925,0.014045,0.004179,-0.049561,0.998664
1681498167489814997,-0.002535,-0.013928,0.062551,0.014459,0.002862,-0.049313,0.998675
1681498167691534042,-0.004853,-0.015933,0.061433,0.014406,0.001842,-0.049114,0.998688
1681498167893254042,-0.006376,-0.016935,0.061414,0.014346,0.000974,-0.049312,0.998680
1681498168094922066,-0.008633,-0.016453,0.061843,0.014312,-0.000104,-0.049433,0.998675
1681498168296642065,-0.010648,-0.015344,0.061878,0.014241,-0.000521,-0.049452,0.998675
1681498168498362064,-0.012850,-0.020087,0.061674,0.014624,-0.001294,-0.049720,0.998655
1681498168700081110,-0.013729,-0.017488,0.062395,0.015091,-0.002262,-0.049533,0.998656
1681498168901801109,-0.017889,-0.020636,0.062864,0.015460,-0.003550,-0.049449,0.998651
1681498169103467941,-0.022663,-0.021785,0.061303,0.015607,-0.004768,-0.049603,0.998636
1681498169305187941,-0.023213,-0.020681,0.061493,0.015802,-0.005889,-0.049562,0.998629
1681498169506906986,-0.026411,-0.021269,0.061993,0.016177,-0.006841,-0.049422,0.998624
1681498169708626986,-0.025830,-0.021991,0.060485,0.016729,-0.007558,-0.049342,0.998613
1681498169910346985,-0.026978,-0.019173,0.059224,0.017698,-0.008278,-0.049257,0.998595
1681498170112014055,-0.027747,-0.022481,0.060675,0.018311,-0.008480,-0.049336,0.998578
1681498170313734055,-0.027468,-0.024983,0.061608,0.018115,-0.007786,-0.049223,0.998593
1681498170515453100,-0.022206,-0.022039,0.062097,0.017573,-0.006123,-0.049101,0.998620
1681498170717173100,-0.018260,-0.023934,0.065319,0.016309,-0.002955,-0.048826,0.998670
1681498170918891907,-0.006547,-0.018883,0.063395,0.015022,0.001664,-0.048821,0.998693
1681498171120560884,0.003430,-0.018899,0.067922,0.014440,0.006312,-0.048428,0.998702
1681498171322280884,0.008754,-0.019400,0.066049,0.014467,0.009208,-0.048832,0.998660
1681498171523999929,0.012419,-0.017735,0.065915,0.014497,0.009359,-0.048799,0.998660
1681498171725719929,0.010790,-0.018997,0.065381,0.014629,0.008649,-0.048364,0.998685
1681498171927438974,0.010335,-0.016956,0.063471,0.014140,0.009376,-0.048569,0.998676
1681498172129106998,0.014533,-0.012629,0.066657,0.013734,0.009774,-0.048826,0.998665
1681498172330826998,0.015502,-0.012724,0.066940,0.013836,0.010024,-0.049266,0.998640
1681498172532546043,0.014179,-0.014571,0.067040,0.014255,0.009891,-0.049315,0.998633
1681498172734266043,0.014557,-0.015470,0.068860,0.014263,0.009777,-0.049550,0.998622
1681498172935985088,0.015102,-0.015145,0.066702,0.014545,0.009977,-0.049486,0.998619
1681498173137653112,0.016169,-0.010402,0.067200,0.014372,0.009943,-0.049246,0.998634
1681498173339371920,0.018879,-0.010471,0.067947,0.014082,0.010486,-0.049189,0.998635
1681498173541091919,0.019846,-0.009019,0.068005,0.013404,0.011510,-0.049500,0.998618
1681498173742811918,0.021807,-0.008519,0.067116,0.012614,0.012280,-0.050199,0.998584
1681498173944530964,0.018759,-0.004707,0.067416,0.011579,0.011865,-0.051762,0.998522
1681498174146199942,0.021458,-0.005978,0.061618,0.011080,0.011604,-0.053637,0.998432
1681498174347918987,0.011510,-0.004738,0.058000,0.010545,0.010788,-0.056443,0.998292
1681498174549638987,0.013236,-0.008025,0.056347,0.010796,0.010768,-0.057475,0.998230
1681498174751358032,0.010204,-0.010433,0.055602,0.011309,0.010396,-0.056747,0.998270
1681498174953078032,0.008017,-0.009718,0.054025,0.012287,0.010391,-0.055752,0.998315
1681498175154746056,0.009350,-0.015150,0.055743,0.013300,0.010527,-0.055829,0.998296
1681498175356465101,0.015658,-0.009721,0.058391,0.013843,0.010931,-0.055742,0.998289
1681498175558185101,0.003814,-0.024787,0.054059,0.014155,0.010814,-0.056059,0.998269
1681498175759903908,0.012989,-0.008995,0.055877,0.013864,0.010510,-0.055658,0.998298
1681498175961623907,0.003224,-0.020311,0.062313,0.012714,0.009074,-0.055953,0.998311
1681498176163290977,0.003718,-0.021273,0.054574,0.012748,0.008550,-0.055599,0.998335
1681498176365010977,0.003664,-0.010525,0.054340,0.013016,0.007121,-0.054888,0.998382
1681498176566730976,0.010090,-0.009107,0.065685,0.011829,0.003687,-0.054146,0.998456
1681498176768450022,-0.022084,-0.007654,0.043920,0.011855,0.006373,-0.058709,0.998184
1681498176970170021,-0.032766,0.006035,0.048163,0.008737,0.007787,-0.076009,0.997038
1681498177171837091,0.028550,0.019030,0.070066,0.001802,0.009769,-0.095689,0.995362
1681498177373557091,0.020002,0.033723,0.056713,-0.002284,0.012436,-0.107984,0.994072
1681498177575275898,0.041765,0.020897,0.073843,0.002971,0.005236,-0.110125,0.993899
1681498177776995897,0.051370,0.020509,0.068913,0.002343,0.005484,-0.094468,0.995510
1681498177978715897,0.039509,0.030535,0.068044,0.000568,0.004498,-0.081521,0.996661
1681498178180383921,0.032457,0.043026,0.061718,-0.002079,0.005267,-0.080549,0.996735
1681498178382103920,0.042254,0.051773,0.065151,-0.005536,0.006427,-0.095745,0.995370
1681498178583822966,0.055263,0.065255,0.067180,-0.008517,0.007667,-0.114171,0.993395
1681498178785542965,0.075933,0.085458,0.054170,0.007147,0.002854,-0.135688,0.990722
1681498178987262964,0.066983,0.066725,0.091242,0.025815,-0.001755,-0.162116,0.986432
1681498179188930035,0.087518,0.089266,0.100675,0.007178,0.007886,-0.210908,0.977448
1681498179390650034,0.116292,0.101642,0.089878,0.001044,0.023173,-0.246499,0.968865
1681498179592369080,0.143519,0.162124,0.111610,0.002768,0.050101,-0.265001,0.962942
1681498179794089079,0.165331,0.198947,0.110865,0.001018,0.054638,-0.281108,0.958119
1681498179995807886,0.197771,0.265335,0.106564,0.014690,0.037911,-0.302849,0.952171
1681498180197475910,0.202998,0.302384,0.105319,0.017922,0.027053,-0.334661,0.941780
1681498180399195910,0.213311,0.330234,0.102911,0.007620,0.032385,-0.369985,0.928442
1681498180600914955,0.191477,0.361318,0.097415,0.018347,0.039801,-0.392092,0.918881
1681498180802634954,0.150789,0.385458,0.092754,0.027147,0.038451,-0.412165,0.909893
1681498181004302979,0.120972,0.424388,0.094476,0.018427,0.034671,-0.421793,0.905842
1681498181206022978,0.081625,0.471189,0.088420,0.007131,0.034652,-0.403222,0.914418
1681498181407742023,0.066635,0.499228,0.091609,0.008562,0.039483,-0.349648,0.936010
1681498181609462023,0.031951,0.556484,0.089280,0.018187,0.036046,-0.301510,0.952608
1681498181811182022,0.004232,0.591132,0.086259,0.019850,0.025918,-0.296984,0.954324
1681498182012849092,-0.055959,0.639701,0.066756,0.016311,0.017494,-0.320849,0.946828
1681498182214569092,-0.137805,0.691021,0.047113,0.015550,0.026827,-0.354528,0.934531
1681498182416287899,-0.206447,0.723549,0.049103,0.012449,0.054008,-0.373170,0.926106
1681498182618007898,-0.267019,0.769533,0.055229,0.007492,0.061160,-0.355934,0.932477
1681498182819726944,-0.320612,0.823455,0.033215,0.001989,0.045090,-0.320445,0.946191
1681498183021394968,-0.372135,0.882661,0.012782,0.013540,0.040769,-0.296379,0.954104
1681498183223114967,-0.422341,0.906004,0.013931,0.023027,0.036480,-0.286850,0.957004
1681498183424834013,-0.488467,0.942953,0.002587,0.021659,0.046404,-0.303262,0.951530
1681498183626554012,-0.570290,0.963703,-0.003533,0.015373,0.062046,-0.337770,0.939055
1681498183828273058,-0.647072,1.006295,-0.007936,-0.005752,0.061111,-0.374925,0.925021
1681498184029941082,-0.705874,1.070086,-0.022663,-0.016122,0.052127,-0.390148,0.919134
1681498184231661081,-0.772554,1.132074,-0.055258,0.001693,0.053050,-0.393355,0.917853
1681498184433379889,-0.825406,1.155336,-0.050084,0.021081,0.045318,-0.380436,0.923456
1681498184635099888,-0.868235,1.203704,-0.060373,-0.003650,0.036114,-0.427011,0.903518
1681498184836818933,-0.897279,1.257341,-0.069880,-0.028007,0.037687,-0.490624,0.870105
1681498185038487911,-0.917628,1.299531,-0.093243,-0.019966,0.041053,-0.559375,0.827657
1681498185240206957,-0.889749,1.367498,-0.083437,0.006385,0.034531,-0.604589,0.795763
1681498185441926956,-0.884537,1.443033,-0.088511,0.023825,0.020744,-0.619193,0.784603
1681498185643646955,-0.888805,1.539073,-0.093499,0.043183,0.021335,-0.615493,0.786669
1681498185845366001,-0.942126,1.600622,-0.084631,0.057075,0.028148,-0.614319,0.786487
1681498186047034025,-0.975857,1.680505,-0.084419,0.045118,0.027283,-0.629006,0.775611
1681498186248753071,-1.032959,1.717459,-0.087993,0.029954,0.027987,-0.638353,0.768651
1681498186450473070,-1.052946,1.795675,-0.102330,0.018216,0.031308,-0.629422,0.776219
1681498186652193069,-1.086761,1.860174,-0.125342,0.020225,0.028283,-0.590760,0.806098
1681498186853912115,-1.109103,1.962648,-0.147678,0.027627,0.022664,-0.555405,0.830812
1681498187055579901,-1.129888,2.035959,-0.151418,0.025592,0.012842,-0.541371,0.840296
1681498187257298946,-1.190968,2.054167,-0.166370,0.016072,-0.001393,-0.557411,0.830080
1681498187459018946,-1.205109,2.111372,-0.167208,0.017192,0.013401,-0.580684,0.813837
1681498187660737991,-1.170855,2.081852,-0.148645,0.034148,0.029228,-0.585744,0.809249
1681498187862457991,-1.208453,2.119235,-0.141761,0.030391,0.016505,-0.575498,0.817072
1681498188064126015,-1.221519,2.153441,-0.163599,0.025258,0.016853,-0.563018,0.825887
1681498188265845060,-1.230904,2.166993,-0.171282,0.038830,0.017862,-0.555185,0.830628
1681498188467565060,-1.255718,2.188016,-0.166158,0.042389,0.011509,-0.551145,0.833253
1681498188669284105,-1.242623,2.184984,-0.174381,0.040103,0.005329,-0.550826,0.833639
1681498188871004105,-1.266650,2.201212,-0.174743,0.040289,0.001981,-0.544502,0.837789
1681498189072673082,-1.256811,2.201981,-0.169927,0.038770,0.002133,-0.543884,0.838261
1681498189274391890,-1.256710,2.202540,-0.174892,0.037680,0.003984,-0.544894,0.837648
1681498189476111889,-1.259863,2.197683,-0.172290,0.039278,0.002878,-0.546076,0.836810
1681498189677830935,-1.275696,2.194826,-0.174799,0.039102,-0.003642,-0.545492,0.837195
1681498189879550934,-1.290962,2.216463,-0.172873,0.035289,-0.013277,-0.546839,0.836389
1681498190081218958,-1.293322,2.235513,-0.176710,0.028133,-0.020295,-0.548282,0.835574
1681498190282938004,-1.293867,2.261235,-0.175729,0.020098,-0.023432,-0.554343,0.831716
1681498190484658003,-1.281598,2.269698,-0.174617,0.013534,-0.024544,-0.565933,0.823975
1681498190686377048,-1.295032,2.275662,-0.179624,0.010806,-0.024293,-0.584793,0.810747
1681498190888097048,-1.278695,2.272535,-0.177812,0.009974,-0.022366,-0.584168,0.811264
1681498191089765072,-1.277040,2.269704,-0.178681,0.011547,-0.019946,-0.572391,0.819657
1681498191291484118,-1.275675,2.259304,-0.177445,0.013713,-0.018401,-0.563540,0.825770
1681498191493204117,-1.273976,2.260195,-0.181884,0.015381,-0.016173,-0.563537,0.825789
1681498191694922924,-1.265680,2.254682,-0.178256,0.015309,-0.013309,-0.562889,0.826283
1681498191896642923,-1.262632,2.251540,-0.176881,0.014292,-0.011487,-0.559051,0.828930
1681498192098309994,-1.263419,2.260258,-0.180565,0.015090,-0.010156,-0.555620,0.831237
1681498192300029993,-1.259910,2.248862,-0.171592,0.016956,-0.010705,-0.551296,0.834069
1681498192501749992,-1.273811,2.257103,-0.177457,0.018303,-0.013035,-0.549739,0.835034
1681498192703469038,-1.268694,2.267213,-0.174676,0.015246,-0.019310,-0.540595,0.840923
1681498192905189037,-1.288461,2.289914,-0.176168,0.009835,-0.029014,-0.540912,0.840521
1681498193106857061,-1.294057,2.311140,-0.179296,0.003902,-0.036758,-0.555457,0.830723
1681498193308577061,-1.285906,2.321763,-0.177198,0.000179,-0.038683,-0.567512,0.822456
1681498193510297060,-1.281041,2.325887,-0.184570,-0.002719,-0.035327,-0.571304,0.819974
1681498193712016106,-1.274541,2.317234,-0.179300,-0.000651,-0.032913,-0.569715,0.821183
1681498193913736105,-1.286233,2.302014,-0.182792,0.003541,-0.032243,-0.567096,0.823013
1681498194115402937,-1.287815,2.298978,-0.182501,0.007220,-0.033920,-0.564869,0.824452
1681498194317122936,-1.290747,2.293338,-0.181583,0.008654,-0.033266,-0.569915,0.820984
1681498194518842936,-1.281883,2.297506,-0.180489,0.011890,-0.030454,-0.584004,0.811092
1681498194720561981,-1.294672,2.284692,-0.181974,0.013710,-0.032159,-0.578734,0.814767
1681498194922281981,-1.282250,2.289321,-0.173799,0.014091,-0.034812,-0.578023,0.815156
1681498195123949051,-1.299716,2.288450,-0.175277,0.013170,-0.034872,-0.575534,0.816928
1681498195325669050,-1.306410,2.291790,-0.177572,0.012691,-0.037744,-0.570625,0.820245
1681498195527389050,-1.316590,2.283396,-0.178541,0.015589,-0.040018,-0.572294,0.818923
