timestamp,p_w_b_x,p_w_b_y,p_w_b_z,q_w_b_x,q_w_b_y,q_w_b_z,q_w_b_w
1582405186027599096,-0.014494,0.014654,0.174267,0.003264,0.011856,-0.002980,0.999920
1582405186229319096,-0.014704,0.014486,0.181081,0.003399,0.012785,-0.002975,0.999908
1582405186431039095,-0.010657,0.013006,0.159950,0.001996,0.010263,-0.002878,0.999941
1582405186632759094,-0.017288,0.016314,0.177273,0.003959,0.012507,-0.002988,0.999909
1582405186834479094,-0.010389,0.010397,0.164324,0.001550,0.010804,-0.002964,0.999936
1582405187036215067,-0.016535,0.017016,0.168751,0.001792,0.010369,-0.002881,0.999940
1582405187237935066,-0.005921,0.005739,0.153917,-0.000261,0.009110,-0.002589,0.999955
1582405187439655066,-0.020046,0.019097,0.182958,0.002418,0.011451,-0.002922,0.999927
1582405187641375065,-0.006687,0.008116,0.167472,0.002409,0.010755,-0.002575,0.999936
1582405187843095064,-0.014540,0.013759,0.164188,0.001398,0.009871,-0.003111,0.999945
1582405188044831038,-0.009444,0.009314,0.165047,0.001311,0.010625,-0.002813,0.999939
1582405188246551037,-0.015830,0.015826,0.179759,0.003705,0.011916,-0.003006,0.999918
1582405188448271036,-0.007097,0.005057,0.153771,0.000071,0.009561,-0.002575,0.999951
1582405188649991035,-0.013618,0.014053,0.159145,0.000790,0.009711,-0.002751,0.999949
1582405188851711035,-0.005508,0.006961,0.155003,-0.000297,0.009332,-0.002673,0.999953
1582405189053446054,-0.010862,0.010136,0.153790,-0.000181,0.008687,-0.003025,0.999958
1582405189255166054,-0.006632,0.007603,0.151638,-0.000734,0.009054,-0.002825,0.999955
1582405189456886053,-0.006231,0.010858,0.143607,-0.002021,0.007877,-0.002482,0.999964
1582405189658606052,-0.005015,0.007596,0.143276,-0.001334,0.008087,-0.002547,0.999963
1582405189860326052,-0.003856,0.007951,0.145556,-0.001281,0.008258,-0.002831,0.999961
1582405190062062025,-0.014224,0.014420,0.163734,0.002089,0.010734,-0.002931,0.999936
1582405190263782024,-0.001094,0.007390,0.137980,-0.000952,0.007973,-0.002339,0.999965
1582405190465502024,-0.011495,0.013780,0.157119,0.000031,0.009226,-0.002746,0.999954
1582405190667222023,-0.004535,0.006071,0.144491,-0.001761,0.007909,-0.002750,0.999963
1582405190868942022,-0.006833,0.012254,0.145822,-0.001212,0.008001,-0.002743,0.999963
1582405191070677042,-0.002363,0.005667,0.128631,-0.002714,0.005905,-0.002690,0.999975
1582405191272397041,-0.005769,0.008659,0.141938,-0.002660,0.007335,-0.002839,0.999966
1582405191474117041,-0.005682,0.009595,0.150782,-0.000379,0.009093,-0.002637,0.999955
1582405191675837040,-0.011054,0.010232,0.165285,0.002179,0.010559,-0.003046,0.999937
1582405191877557039,-0.010695,0.012321,0.167046,0.001688,0.010509,-0.002703,0.999940
1582405192079293013,-0.011379,0.010356,0.161179,0.001244,0.010018,-0.002877,0.999945
1582405192281013012,-0.005355,0.009016,0.137130,-0.001804,0.007267,-0.002812,0.999968
1582405192482733011,-0.012591,0.009963,0.154354,-0.000131,0.009164,-0.002780,0.999954
1582405192684453011,-0.014502,0.012896,0.174319,0.002672,0.011582,-0.003093,0.999925
1582405192886173010,-0.002903,0.004278,0.139882,-0.002417,0.007392,-0.002785,0.999966
1582405193087908983,-0.011428,0.015759,0.157251,0.000910,0.009120,-0.002650,0.999954
1582405193289628983,-0.011394,0.011362,0.168548,0.001868,0.010935,-0.002733,0.999935
1582405193491348982,-0.010890,0.009602,0.158004,0.001533,0.010213,-0.003170,0.999942
1582405193693068981,-0.010570,0.010466,0.152988,0.000774,0.009604,-0.002974,0.999949
1582405193894788980,-0.008663,0.011017,0.154489,0.000302,0.009344,-0.002660,0.999953
1582405194096524954,-0.011902,0.008109,0.160305,0.000137,0.009832,-0.003091,0.999947
1582405194298244953,-0.012993,0.017723,0.170896,0.003393,0.011579,-0.002781,0.999923
1582405194499964952,-0.011231,0.015208,0.180128,0.001985,0.011489,-0.000077,0.999932
1582405194701684952,-0.030948,0.018383,0.172312,0.002896,0.011406,0.000864,0.999930
1582405194903404951,-0.032647,0.016159,0.175434,0.001695,0.010529,0.000275,0.999943
1582405195105139971,0.010576,0.014905,0.137742,-0.003026,0.005754,0.000376,0.999979
1582405195306859970,0.079502,0.016495,0.183500,0.001577,0.009556,-0.000048,0.999953
1582405195508579969,0.186552,0.018795,0.157177,0.001085,0.010188,0.000034,0.999948
1582405195710299969,0.248626,0.027376,0.184551,0.003351,0.013589,0.007899,0.999871
1582405195912019968,0.270397,0.042439,0.184127,0.000763,0.012358,0.019990,0.999724
1582405196113755941,0.280807,0.078261,0.172538,0.001988,0.009692,0.066912,0.997710
1582405196315475941,0.287000,0.147819,0.171540,0.003173,0.008655,0.126364,0.991941
1582405196517195940,0.309718,0.157209,0.178903,0.004499,0.007874,0.127296,0.991823
1582405196718915939,0.338639,0.154212,0.191980,0.008536,0.010464,0.124874,0.992081
1582405196920635939,0.337872,0.093505,0.162314,0.013114,0.010434,0.059030,0.998116
1582405197122370958,0.332609,0.036751,0.168646,0.007565,0.010093,-0.009719,0.999873
1582405197324090958,0.325900,-0.014689,0.156963,0.002787,0.008392,-0.085678,0.996284
1582405197525810957,0.316040,-0.041821,0.161018,0.000401,0.008000,-0.118994,0.992863
1582405197727530956,0.326714,-0.031290,0.135167,-0.006430,0.006309,-0.102021,0.994741
1582405197929250956,0.313623,-0.036745,0.160129,-0.003109,0.006539,-0.111292,0.993761
1582405198130986929,0.339696,0.011997,0.163385,-0.005347,0.007394,-0.053762,0.998512
1582405198332706928,0.352915,0.061265,0.145282,-0.006874,0.007200,-0.012882,0.999867
1582405198534426928,0.352571,0.085976,0.182460,0.000737,0.011116,0.000936,0.999938
1582405198736146927,0.355610,0.083887,0.162977,-0.001251,0.009006,0.002896,0.999954
1582405198937866926,0.349854,0.086068,0.180243,-0.000839,0.009793,0.002659,0.999948
1582405199139602900,0.353262,0.086482,0.166270,0.000180,0.010008,0.003478,0.999944
1582405199341322899,0.355561,0.123089,0.181317,-0.001809,0.009788,0.039651,0.999164
1582405199543042898,0.384482,0.127019,0.178943,0.000104,0.008869,0.041250,0.999109
1582405199744762897,0.429391,0.138381,0.177622,0.004007,0.010151,0.040308,0.999128
1582405199946482897,0.486169,0.134611,0.178849,0.003803,0.010774,0.040733,0.999105
1582405200148217916,0.554197,0.146015,0.165958,0.003131,0.009579,0.041607,0.999083
1582405200349937916,0.653010,0.155787,0.160917,0.004758,0.011311,0.043499,0.998978
1582405200551657915,0.762541,0.157278,0.153149,0.005875,0.008213,0.044226,0.998971
1582405200753377914,0.890092,0.174266,0.154167,0.004636,0.011917,0.045309,0.998891
1582405200955097914,1.030494,0.195824,0.131200,0.001647,0.007794,0.047789,0.998826
1582405201156833887,1.186621,0.202140,0.120892,-0.002486,0.008830,0.049277,0.998743
1582405201358553886,1.357679,0.231704,0.111552,-0.004677,0.007944,0.050929,0.998660
1582405201560273886,1.507305,0.237432,0.112762,0.000902,0.011552,0.048164,0.998772
1582405201761993885,1.671892,0.259268,0.098084,0.000436,0.011346,0.048067,0.998780
1582405201963713884,1.835627,0.279637,0.105270,0.001794,0.011876,0.047529,0.998798
1582405202165450096,1.996554,0.294907,0.097947,0.004895,0.010695,0.047470,0.998803
1582405202367170095,2.164689,0.314563,0.081586,0.005827,0.009009,0.047381,0.998819
1582405202568890095,2.325399,0.335634,0.084276,0.004386,0.009547,0.049878,0.998700
1582405202770610094,2.489808,0.350988,0.073170,0.003947,0.008940,0.050190,0.998692
1582405202972330093,2.657587,0.371016,0.065071,0.003967,0.009033,0.050369,0.998682
1582405203174065113,2.818205,0.390237,0.083254,0.002982,0.013105,0.050732,0.998622
1582405203375785112,3.000323,0.427916,0.062088,-0.005870,0.018127,0.052918,0.998417
1582405203577505112,3.176102,0.441464,0.059809,-0.002762,0.014900,0.053986,0.998427
1582405203779225111,3.353420,0.442523,0.051273,0.003904,0.008292,0.046582,0.998872
1582405203980945110,3.529310,0.457448,0.044106,0.008080,0.002336,0.044378,0.998979
1582405204182681084,3.711908,0.476948,0.040823,0.006340,-0.004564,0.042290,0.999075
1582405204384401083,3.912842,0.496645,0.037998,0.005252,0.007358,0.049371,0.998740
1582405204586121082,4.107444,0.523195,0.034303,0.000381,0.013118,0.051551,0.998584
1582405204787841082,4.296569,0.538567,0.018365,0.003957,0.018652,0.051204,0.998506
1582405204989561081,4.457219,0.551392,-0.006059,0.004210,0.014432,0.047736,0.998747
1582405205191297054,4.621889,0.574791,0.000075,0.003712,0.014778,0.047807,0.998740
1582405205393017054,4.776495,0.590980,-0.007349,0.003640,0.014782,0.047198,0.998770
1582405205594737053,4.919406,0.599779,-0.016277,0.002341,0.012672,0.046881,0.998817
1582405205796457052,5.060321,0.614099,-0.019114,0.002613,0.011123,0.046326,0.998861
1582405205998177052,5.192896,0.630386,-0.034138,0.003948,0.013327,0.044924,0.998894
1582405206199913025,5.322445,0.642675,-0.045329,0.005159,0.012111,0.044256,0.998934
1582405206401633024,5.456989,0.658135,-0.036842,0.002405,0.012534,0.044621,0.998922
1582405206603353024,5.587221,0.667546,-0.051158,0.002568,0.012386,0.042978,0.998996
1582405206805073023,5.718347,0.678292,-0.066925,0.002410,0.014788,0.041080,0.999043
1582405207006808043,5.850166,0.688547,-0.073304,0.002033,0.014523,0.041331,0.999038
1582405207208528042,5.985320,0.695448,-0.084327,0.002766,0.015681,0.039693,0.999085
1582405207410248041,6.124689,0.710436,-0.082859,0.006216,0.013045,0.039520,0.999114
1582405207611968040,6.261566,0.723726,-0.088819,0.006931,0.013519,0.038918,0.999127
1582405207813688040,6.390146,0.738504,-0.108836,0.004998,0.017077,0.039607,0.999057
1582405208015424013,6.516320,0.752454,-0.104762,0.004064,0.015057,0.040419,0.999061
1582405208217144012,6.622433,0.761091,-0.118361,0.002090,0.017376,0.041117,0.999001
1582405208418864012,6.701854,0.768435,-0.119985,0.003890,0.014656,0.040714,0.999056
1582405208620584011,6.777345,0.771181,-0.118901,0.004070,0.013948,0.040853,0.999060
1582405208822304010,6.861033,0.776220,-0.124436,0.005688,0.013948,0.040070,0.999083
1582405209024039030,6.928993,0.780420,-0.141112,0.005156,0.015990,0.039503,0.999078
1582405209225759029,7.004948,0.782003,-0.125757,0.005020,0.011759,0.038511,0.999176
1582405209427479029,7.061646,0.786563,-0.132902,0.005014,0.011946,0.038566,0.999172
1582405209629199028,7.112190,0.791025,-0.146477,0.005091,0.020249,0.037931,0.999062
1582405209830919027,7.101005,0.790132,-0.129250,0.004961,0.013110,0.039023,0.999140
1582405210032655001,7.101347,0.790476,-0.129595,0.004710,0.012248,0.038679,0.999166
1582405210234375000,7.103753,0.787171,-0.131502,0.005279,0.010402,0.038795,0.999179
1582405210436094999,7.102959,0.790314,-0.132817,0.004848,0.011976,0.038983,0.999156
1582405210637814999,7.101910,0.789827,-0.133040,0.004518,0.012754,0.038954,0.999149
1582405210839534998,7.100295,0.788147,-0.134459,0.004782,0.013222,0.038890,0.999145
1582405211041270971,7.104312,0.787712,-0.133067,0.004112,0.012731,0.038858,0.999155
1582405211242990971,7.099947,0.790937,-0.144355,0.005329,0.014470,0.038976,0.999121
1582405211444710970,7.101847,0.789152,-0.132619,0.005387,0.011922,0.039135,0.999148
1582405211646430969,7.101435,0.792079,-0.144222,0.005307,0.014163,0.039028,0.999124
1582405211848150969,7.099773,0.788405,-0.136596,0.004851,0.013360,0.039058,0.999136
1582405212049886942,7.103165,0.789140,-0.140482,0.004890,0.014079,0.038988,0.999129
1582405212251606941,7.099580,0.788304,-0.138104,0.005477,0.013305,0.038807,0.999143
1582405212453326941,7.101598,0.791910,-0.131583,0.005134,0.011591,0.038795,0.999167
1582405212655046940,7.104704,0.786931,-0.132599,0.005307,0.011522,0.038922,0.999162
1582405212856766939,7.099109,0.791148,-0.132593,0.004321,0.012699,0.038909,0.999153
1582405213058501959,7.103348,0.789126,-0.133898,0.004976,0.012170,0.038953,0.999155
1582405213260221958,7.098998,0.790671,-0.134020,0.004836,0.012105,0.038860,0.999160
1582405213461941004,7.102297,0.789321,-0.131636,0.004564,0.012192,0.038963,0.999156
1582405213663661003,7.099209,0.791239,-0.133393,0.004648,0.013364,0.038949,0.999141
1582405213865381002,7.099040,0.791228,-0.148878,0.005496,0.015573,0.038859,0.999108
1582405214067116976,7.098864,0.789012,-0.137904,0.004734,0.015511,0.039048,0.999106
1582405214268836975,7.101824,0.791872,-0.137594,0.004986,0.013320,0.038850,0.999144
1582405214470556974,7.102704,0.788399,-0.134494,0.004997,0.011146,0.038962,0.999166
1582405214672276974,7.099218,0.792145,-0.135932,0.005087,0.012416,0.038840,0.999155
1582405214873996973,7.102438,0.792244,-0.132582,0.005156,0.012682,0.038742,0.999155
1582405215075732946,7.101311,0.789032,-0.134261,0.004835,0.012110,0.038967,0.999155
1582405215277452946,7.098526,0.792383,-0.143022,0.005589,0.013734,0.038916,0.999132
1582405215479172945,7.102016,0.789853,-0.135798,0.004824,0.014077,0.039061,0.999126
1582405215680892944,7.098943,0.788985,-0.140523,0.005191,0.014188,0.038916,0.999128
1582405215882612944,7.103811,0.791219,-0.131281,0.004902,0.011220,0.038747,0.999174
1582405216084347963,7.098057,0.787317,-0.135910,0.005077,0.012700,0.038958,0.999147
1582405216286067963,7.104150,0.790339,-0.138704,0.004946,0.012676,0.038782,0.999155
1582405216487787962,7.099525,0.791921,-0.137839,0.005285,0.012619,0.038781,0.999154
1582405216689507961,7.100879,0.785970,-0.136192,0.004899,0.013299,0.038941,0.999141
1582405216891227961,7.099930,0.791650,-0.130235,0.004817,0.012266,0.038963,0.999154
1582405217092963934,7.102260,0.792406,-0.134458,0.004794,0.012849,0.039004,0.999145
1582405217294683933,7.104554,0.785831,-0.130362,0.004795,0.011527,0.038926,0.999164
1582405217496403933,7.102331,0.789442,-0.129929,0.004423,0.010390,0.038810,0.999183
1582405217698123932,7.100356,0.790306,-0.131209,0.004780,0.013038,0.038856,0.999148
1582405217899843931,7.102773,0.789368,-0.136916,0.005034,0.013205,0.039005,0.999139
1582405218101578951,7.100939,0.791090,-0.137584,0.005063,0.012904,0.038883,0.999148
1582405218303298950,7.103490,0.789415,-0.134178,0.004883,0.013019,0.039072,0.999140
1582405218505018950,7.098791,0.790388,-0.135105,0.004665,0.012628,0.038897,0.999153
1582405218706738949,7.100256,0.792789,-0.134839,0.005140,0.012281,0.038935,0.999153
1582405218908458948,7.102987,0.789078,-0.133836,0.004922,0.012447,0.038961,0.999151
1582405219110194921,7.100280,0.789880,-0.132157,0.004925,0.012144,0.038915,0.999157
1582405219311914921,7.103319,0.788004,-0.130427,0.004670,0.011940,0.038839,0.999163
1582405219513634920,7.099984,0.789653,-0.132536,0.004510,0.012972,0.038833,0.999151
1582405219715354919,7.102722,0.786793,-0.129774,0.004999,0.011570,0.038762,0.999169
1582405219917074919,7.099344,0.790160,-0.144236,0.004611,0.016063,0.039050,0.999097
1582405220118810892,7.102046,0.791201,-0.126285,0.004938,0.010626,0.038639,0.999185
1582405220320530891,7.100559,0.788811,-0.135613,0.005024,0.013326,0.038877,0.999142
1582405220522250891,7.102002,0.790117,-0.135876,0.005298,0.012536,0.038908,0.999150
1582405220723970890,7.100470,0.789009,-0.132483,0.004716,0.012389,0.038867,0.999156
1582405220925690889,7.104557,0.790578,-0.124216,0.004743,0.010266,0.038839,0.999182
1582405221127425909,7.101136,0.792416,-0.133268,0.005302,0.011890,0.038855,0.999160
1582405221329145908,7.102380,0.789207,-0.134748,0.005155,0.012886,0.038924,0.999146
1582405221530865908,7.102693,0.791339,-0.129006,0.004760,0.011257,0.038930,0.999167
1582405221732585907,7.100028,0.788744,-0.129981,0.004966,0.011503,0.038772,0.999170
1582405221934305906,7.101814,0.792860,-0.132249,0.005287,0.011451,0.038916,0.999163
1582405222136042118,7.099387,0.789098,-0.134364,0.005401,0.012206,0.038770,0.999159
1582405222337762117,7.101278,0.791807,-0.138447,0.004862,0.013613,0.039057,0.999132
1582405222539482117,7.099791,0.790495,-0.136079,0.005172,0.013099,0.038991,0.999140
1582405222741202116,7.101370,0.788572,-0.132992,0.005423,0.011886,0.038671,0.999167
1582405222942922115,7.103778,0.792266,-0.132463,0.004799,0.011728,0.038918,0.999162
1582405223144658089,7.099130,0.787976,-0.129390,0.004894,0.011885,0.038868,0.999162
1582405223346378088,7.102902,0.792927,-0.133064,0.005157,0.011954,0.039001,0.999154
1582405223548098087,7.098944,0.789165,-0.137514,0.004640,0.013020,0.039100,0.999140
1582405223749818087,7.102275,0.794209,-0.130390,0.005024,0.011247,0.038835,0.999170
1582405223951538086,7.101304,0.787592,-0.134510,0.004584,0.012065,0.038964,0.999157
1582405224153273106,7.099510,0.790362,-0.137130,0.004902,0.013228,0.038976,0.999141
1582405224354993105,7.101742,0.789156,-0.137573,0.004726,0.013485,0.039028,0.999136
1582405224556713104,7.100110,0.791197,-0.127735,0.004945,0.011132,0.038880,0.999170
1582405224758433104,7.103234,0.787581,-0.131692,0.004750,0.012214,0.038835,0.999160
1582405224960153103,7.101118,0.789811,-0.133777,0.004964,0.012396,0.038962,0.999151
1582405225161889076,7.101391,0.790185,-0.135262,0.005245,0.012781,0.039043,0.999142
1582405225363609076,7.102810,0.789201,-0.131513,0.004995,0.011834,0.038970,0.999158
1582405225565329075,7.103391,0.789779,-0.128031,0.004720,0.010250,0.038823,0.999182
1582405225767049074,7.100755,0.788178,-0.141852,0.004594,0.013851,0.038964,0.999134
1582405225968769073,7.103771,0.789062,-0.129605,0.005317,0.010392,0.038788,0.999179
1582405226170504093,7.100716,0.790484,-0.130372,0.005097,0.011411,0.038850,0.999167
1582405226372224092,7.103734,0.790690,-0.135051,0.005482,0.011954,0.038822,0.999160
1582405226573944092,7.101185,0.792281,-0.135589,0.005335,0.012434,0.038915,0.999151
1582405226775664091,7.100738,0.794565,-0.137216,0.005117,0.012524,0.038970,0.999149
1582405226977384090,7.102447,0.789093,-0.130826,0.005343,0.011711,0.038825,0.999163
1582405227179120064,7.102653,0.793131,-0.136654,0.004841,0.011685,0.038954,0.999161
1582405227380840063,7.102657,0.790028,-0.133010,0.005444,0.011928,0.038834,0.999160
1582405227582560062,7.101444,0.791959,-0.139624,0.005360,0.012493,0.038857,0.999152
1582405227784280062,7.101241,0.788928,-0.129302,0.004509,0.012024,0.038943,0.999159
1582405227986000061,7.099338,0.793036,-0.140237,0.004573,0.014375,0.039131,0.999120
1582405228187735081,7.102596,0.791689,-0.133655,0.005127,0.012899,0.038904,0.999147
1582405228389455080,7.102530,0.791639,-0.130610,0.004841,0.011471,0.038919,0.999165
1582405228591175079,7.101570,0.788701,-0.134306,0.004959,0.011752,0.038854,0.999163
1582405228792895079,7.102984,0.792337,-0.136362,0.004554,0.012979,0.038967,0.999146
1582405228994615078,7.098734,0.789121,-0.140033,0.005056,0.014007,0.038904,0.999132
1582405229196350098,7.104620,0.791663,-0.127441,0.004402,0.012730,0.038947,0.999150
1582405229398070097,7.098166,0.789687,-0.138146,0.005425,0.012522,0.038721,0.999157
1582405229599790096,7.101715,0.790056,-0.135790,0.004572,0.012734,0.038988,0.999148
1582405229801510096,7.100185,0.789531,-0.130413,0.004721,0.012877,0.038934,0.999148
1582405230003246069,7.100552,0.789913,-0.137763,0.005398,0.012732,0.038826,0.999150
1582405230204966068,7.099472,0.790687,-0.138371,0.005274,0.012797,0.038795,0.999151
1582405230406686068,7.100505,0.790788,-0.133302,0.005074,0.012477,0.038817,0.999156
1582405230608406067,7.099662,0.789203,-0.138352,0.005262,0.012507,0.038893,0.999151
1582405230810126066,7.099537,0.791876,-0.142681,0.005299,0.014580,0.039001,0.999119
1582405231011862040,7.098571,0.788283,-0.136381,0.004785,0.013758,0.038889,0.999137
1582405231213582039,7.101991,0.790460,-0.127135,0.004697,0.011418,0.038820,0.999170
1582405231415302038,7.099645,0.790778,-0.140879,0.004800,0.013187,0.039018,0.999140
1582405231617022038,7.100891,0.790750,-0.128789,0.004862,0.011625,0.038945,0.999162
1582405231818742037,7.100324,0.791228,-0.130973,0.004938,0.011865,0.038748,0.999166
1582405232020478010,7.100828,0.792900,-0.140659,0.005001,0.014315,0.038965,0.999126
1582405232222198009,7.101910,0.790560,-0.129928,0.004905,0.011642,0.038777,0.999168
1582405232423918009,7.101546,0.790114,-0.130715,0.004911,0.011402,0.038801,0.999170
1582405232625638008,7.098953,0.789770,-0.131596,0.004289,0.012428,0.038854,0.999158
1582405232827358007,7.100491,0.790698,-0.134826,0.005123,0.013947,0.038930,0.999131
1582405233029093027,7.101657,0.789951,-0.130162,0.005002,0.011727,0.038790,0.999166
1582405233230813026,7.101709,0.788548,-0.127385,0.005006,0.010290,0.038766,0.999183
1582405233432533026,7.100464,0.791891,-0.139816,0.005577,0.012174,0.038794,0.999158
1582405233634253025,7.103301,0.787514,-0.129623,0.005185,0.010586,0.038820,0.999177
1582405233835973024,7.101773,0.790864,-0.131780,0.004872,0.011306,0.038760,0.999173
1582405234037708998,7.098482,0.790761,-0.134633,0.004928,0.013983,0.038951,0.999131
1582405234239428997,7.101310,0.788946,-0.134659,0.004808,0.012583,0.038768,0.999157
1582405234441148996,7.100887,0.790673,-0.134735,0.004922,0.012636,0.038862,0.999153
1582405234642868996,7.102072,0.791467,-0.128838,0.004854,0.011891,0.038872,0.999162
1582405234844588995,7.100714,0.790492,-0.132186,0.005037,0.011866,0.038966,0.999157
1582405235046324968,7.101282,0.790531,-0.130049,0.004783,0.011697,0.038744,0.999169
1582405235248044968,7.101852,0.792883,-0.136351,0.005468,0.012015,0.038936,0.999155
1582405235449764967,7.103254,0.790205,-0.126983,0.005044,0.010718,0.038776,0.999178
1582405235651484966,7.102863,0.790870,-0.132673,0.004642,0.011786,0.039063,0.999156
1582405235853204966,7.102059,0.789634,-0.127867,0.005012,0.010383,0.038752,0.999182
1582405236054939985,7.102987,0.791942,-0.132789,0.005240,0.011882,0.038935,0.999157
1582405236256659985,7.101889,0.788995,-0.128602,0.004776,0.010906,0.038703,0.999180
1582405236458379984,7.100356,0.790711,-0.135841,0.004891,0.012449,0.038990,0.999150
1582405236660099983,7.102453,0.790723,-0.136051,0.005184,0.012719,0.039058,0.999143
1582405236861819983,7.101060,0.788526,-0.132044,0.004731,0.012026,0.038950,0.999158
1582405237063555956,7.099889,0.790760,-0.133429,0.004719,0.013025,0.038906,0.999147
1582405237265275955,7.098773,0.791773,-0.138050,0.005412,0.013571,0.038913,0.999136
1582405237466995955,7.100342,0.790704,-0.129608,0.004818,0.013214,0.039083,0.999137
1582405237668715954,7.099443,0.790485,-0.138255,0.004962,0.013077,0.038854,0.999147
1582405237870435953,7.099151,0.790002,-0.135240,0.004867,0.012920,0.038831,0.999150
1582405238072171926,7.098023,0.792979,-0.147122,0.004901,0.016818,0.039219,0.999077
1582405238273891926,7.099194,0.788142,-0.132814,0.005298,0.013100,0.038827,0.999146
1582405238475611925,7.100503,0.793172,-0.144363,0.004971,0.013744,0.039075,0.999129
1582405238677331924,7.097380,0.793715,-0.136355,0.005320,0.013167,0.038967,0.999140
1582405238879051924,7.102038,0.790381,-0.135320,0.005180,0.013355,0.039019,0.999136
